uni,uni_stock,fba,fba_stock,fbf,fbf_stock,sjit,sjit_stock
JOPLVSRW4088-M,6,,0,,0,,0
JOPLVSRW4088-S,6,,0,,0,,0
JOPLVSRW4091-9XL,1,,0,,0,,0
JOPLVSRW4093-10XL,23,,0,,0,,0
JOPLVSRW4093-3XL,100,,0,,0,,0
JOPLVSRW4093-4XL,95,,0,,0,,0
JOPLVSRW4093-5XL,70,,0,,0,,0
JOPLVSRW4093-6XL,65,,0,,0,,0
JOPLVSRW4093-7XL,64,,0,,0,,0
JOPLVSRW4093-8XL,35,,0,,0,,0
JOPLVSRW4093-9XL,7,,0,,0,,0
JOPLVSRW4093-L,42,,0,,0,,0
JOPLVSRW4093-M,88,,0,,0,,0
JOPLVSRW4093-S,41,,0,,0,,0
JOPLVSRW4093-XXL,189,,0,,0,,0
JOPLVSRW4096-9XL,1,,0,,0,,0
JOPLVSRW4097-3XL,26,,0,,0,,0
JOPLVSRW4097-L,19,,0,,0,,0
JOPLVSRW4097-M,34,,0,,0,,0
JOPLVSRW4097-S,98,,0,,0,,0
JOPLVSRW4097-XL,16,,0,,0,,0
JOPLVSRW4114-L,32,,0,,0,,0
JOPLVSRW4114-XXL,7,,0,,0,,0
JOPLVSRW4136-3XL,1,,0,,0,,0
JOPLVSRW4136-5XL,1,,0,,0,,0
JOPLVSRW4147-10XL,117,,0,,0,,0
JOPLVSRW4147-3XL,207,,0,,0,,0
JOPLVSRW4147-4XL,233,,0,,0,,0
JOPLVSRW4147-5XL,96,,0,,0,,0
JOPLVSRW4147-6XL,3,,0,,0,,0
JOPLVSRW4147-7XL,91,,0,,0,,0
JOPLVSRW4147-8XL,86,,0,,0,,0
JOPLVSRW4147-9XL,62,,0,,0,,0
JOPLVSRW4147-L,681,,0,,0,,0
JOPLVSRW4147-M,199,,0,,0,,0
JOPLVSRW4147-S,21,,0,,0,,0
JOPLVSRW4147-XL,204,,0,,0,,0
JOPLVSRW4147-XXL,274,,0,,0,,0
JOPLVSRW4181-M,1,,0,,0,,0
JOPLVSRW4181-S,5,,0,,0,,0
JOPLVSRW4182-M,3,,0,,0,,0
JOPLVSRW4183-M,1,,0,,0,,0
JOPLVSRW4184-6XL,1,,0,,0,,0
JOPLVSRW4199-6XL,1,,0,,0,,0
JOPLVSRW4199-M,2,,0,,0,,0
JOPLVSRW4199-S,2,,0,,0,,0
JOPLVSRW4222-6XL,1,,0,,0,,0
JOPLVSRW4269-4XL,2,,0,,0,,0
JOPLVSRW4278-6XL,1,,0,,0,,0
JOPLVSRW4286-10XL,3,,0,,0,,0
JOPLVSRW4286-3XL,67,,0,,0,,0
JOPLVSRW4286-9XL,31,,0,,0,,0
JOPLVSRW4286-L,5,,0,,0,,0
JOPLVSRW4286-S,5,,0,,0,,0
JOPLVSRW4286-XXL,6,,0,,0,,0
JOPLVSRW4288-10XL,38,,0,,0,,0
JOPLVSRW4288-3XL,40,,0,,0,,0
JOPLVSRW4288-4XL,4,,0,,0,,0
JOPLVSRW4288-5XL,3,,0,,0,,0
JOPLVSRW4288-6XL,47,,0,,0,,0
JOPLVSRW4288-7XL,25,,0,,0,,0
JOPLVSRW4288-8XL,32,,0,,0,,0
JOPLVSRW4288-9XL,57,,0,,0,,0
JOPLVSRW4288-L,28,,0,,0,,0
JOPLVSRW4288-M,40,,0,,0,,0
JOPLVSRW4288-S,58,,0,,0,,0
JOPLVSRW4288-XL,13,,0,,0,,0
JOPLVSRW4288-XXL,76,,0,,0,,0
JOPLVSRW4290-10XL,50,,0,,0,,0
JOPLVSRW4290-4XL,1,,0,,0,,0
JOPLVSRW4290-5XL,1,,0,,0,,0
JOPLVSRW4290-6XL,4,,0,,0,,0
JOPLVSRW4290-7XL,2,,0,,0,,0
JOPLVSRW4290-8XL,17,,0,,0,,0
JOPLVSRW4290-9XL,59,,0,,0,,0
JOPLVSRW4290-S,4,,0,,0,,0
JOPLVSRW4291-M,1,,0,,0,,0
JOPLVSRW4291-S,1,,0,,0,,0
JOPLVSRW4292-10XL,23,,0,,0,,0
JOPLVSRW4292-3XL,86,,0,,0,,0
JOPLVSRW4292-4XL,108,,0,,0,,0
JOPLVSRW4292-5XL,174,,0,,0,,0
JOPLVSRW4292-6XL,66,,0,,0,,0
JOPLVSRW4292-7XL,88,,0,,0,,0
JOPLVSRW4292-8XL,22,,0,,0,,0
JOPLVSRW4292-9XL,31,,0,,0,,0
JOPLVSRW4292-L,72,,0,,0,,0
JOPLVSRW4292-M,71,,0,,0,,0
JOPLVSRW4292-S,100,,0,,0,,0
JOPLVSRW4292-XL,153,,0,,0,,0
JOPLVSRW4292-XXL,145,,0,,0,,0
JOPLVSRW4293-M,1,,0,,0,,0
JOPLVSRW4294-5XL,1,,0,,0,,0
JOPLVSRW4294-M,2,,0,,0,,0
JOPLVSRW5117-M,1,,0,,0,,0
JOPLVSRW5122-10XL,1,,0,,0,,0
JOPLVSRW5163-5XL,1,,0,,0,,0
JOPLVSRW5163-S,2,,0,,0,,0
JOPLVSRW5169-S,1,,0,,0,,0
JOPLVSRW5171-10XL,20,,0,,0,,0
JOPLVSRW5171-3XL,41,,0,,0,,0
JOPLVSRW5171-4XL,23,,0,,0,,0
JOPLVSRW5171-5XL,16,,0,,0,,0
JOPLVSRW5171-6XL,17,,0,,0,,0
JOPLVSRW5171-7XL,29,,0,,0,,0
JOPLVSRW5171-8XL,28,,0,,0,,0
JOPLVSRW5171-9XL,6,,0,,0,,0
JOPLVSRW5171-M,44,,0,,0,,0
JOPLVSRW5171-S,40,,0,,0,,0
JOPLVSRW5171-XL,38,,0,,0,,0
JOPLVSRW5171-XXL,30,,0,,0,,0
JOPLVSRW5172-10XL,8,,0,,0,,0
JOPLVSRW5172-6XL,1,,0,,0,,0
JOPLVSRW5172-8XL,2,,0,,0,,0
JOPLVSRW5172-9XL,9,,0,,0,,0
JOPLVSRW5172-M,67,,0,,0,,0
JOPLVSRW5172-S,21,,0,,0,,0
JOPLVSRW5172-XXL,15,,0,,0,,0
JOPLVSRW5173-S,1,,0,,0,,0
JOPLVSRW5177-M,1,,0,,0,,0
JOPLVSRW5178-S,1,,0,,0,,0
JOPLVSRW5193-10XL,4,,0,,0,,0
JOPLVSRW5193-3XL,99,,0,,0,,0
JOPLVSRW5193-4XL,45,,0,,0,,0
JOPLVSRW5193-5XL,21,,0,,0,,0
JOPLVSRW5193-6XL,23,,0,,0,,0
JOPLVSRW5193-7XL,1,,0,,0,,0
JOPLVSRW5193-8XL,23,,0,,0,,0
JOPLVSRW5193-9XL,17,,0,,0,,0
JOPLVSRW5193-L,26,,0,,0,,0
JOPLVSRW5193-M,54,,0,,0,,0
JOPLVSRW5193-S,45,,0,,0,,0
JOPLVSRW5193-XL,21,,0,,0,,0
JOPLVSRW5193-XXL,48,,0,,0,,0
JOPLVSRW5202-10XL,119,,0,,0,,0
JOPLVSRW5202-5XL,3,,0,,0,,0
JOPLVSRW5202-6XL,1,,0,,0,,0
JOPLVSRW5202-7XL,27,,0,,0,,0
JOPLVSRW5202-8XL,103,,0,,0,,0
JOPLVSRW5202-9XL,122,,0,,0,,0
JOPLVSRW5202-XL,2,,0,,0,,0
JOPLVSRW5203-10XL,25,,0,,0,,0
JOPLVSRW5203-3XL,96,,0,,0,,0
JOPLVSRW5203-4XL,35,,0,,0,,0
JOPLVSRW5203-5XL,71,,0,,0,,0
JOPLVSRW5203-7XL,15,,0,,0,,0
JOPLVSRW5203-8XL,27,,0,,0,,0
JOPLVSRW5203-9XL,49,,0,,0,,0
JOPLVSRW5203-L,80,,0,,0,,0
JOPLVSRW5203-M,69,,0,,0,,0
JOPLVSRW5203-S,39,,0,,0,,0
JOPLVSRW5203-XL,80,,0,,0,,0
JOPLVSRW5203-XXL,75,,0,,0,,0
JOPLVSRW5204-3XL,2,,0,,0,,0
JOPLVSRW5204-L,13,,0,,0,,0
JOPLVSRW5204-M,7,,0,,0,,0
JOPLVSRW5204-S,53,,0,,0,,0
JOPLVSRW5205-10XL,16,,0,,0,,0
JOPLVSRW5205-3XL,16,,0,,0,,0
JOPLVSRW5205-4XL,2,,0,,0,,0
JOPLVSRW5205-5XL,5,,0,,0,,0
JOPLVSRW5205-6XL,1,,0,,0,,0
JOPLVSRW5205-7XL,20,,0,,0,,0
JOPLVSRW5205-8XL,18,,0,,0,,0
JOPLVSRW5205-L,45,,0,,0,,0
JOPLVSRW5205-S,64,,0,,0,,0
JOPLVSRW5205-XL,33,,0,,0,,0
JOPLVSRW5205-XXL,13,,0,,0,,0
JOPLVSRW5206-10XL,76,,0,,0,,0
JOPLVSRW5206-3XL,68,,0,,0,,0
JOPLVSRW5206-6XL,17,,0,,0,,0
JOPLVSRW5206-7XL,27,,0,,0,,0
JOPLVSRW5206-8XL,48,,0,,0,,0
JOPLVSRW5206-9XL,42,,0,,0,,0
JOPLVSRW5206-L,69,,0,,0,,0
JOPLVSRW5206-M,18,,0,,0,,0
JOPLVSRW5206-S,69,,0,,0,,0
JOPLVSRW5206-XL,86,,0,,0,,0
JOPLVSRW5206-XXL,39,,0,,0,,0
JOPLVSRW5207-10XL,1,,0,,0,,0
JOPLVSRW5207-5XL,1,,0,,0,,0
JOPLVSRW5207-8XL,18,,0,,0,,0
JOPLVSRW5207-9XL,48,,0,,0,,0
JOPLVSRW5207-M,1,,0,,0,,0
JOPLVSRW5207-S,1,,0,,0,,0
JOPLVSRW5208-10XL,10,,0,,0,,0
JOPLVSRW5208-7XL,1,,0,,0,,0
JOPLVSRW5208-8XL,17,,0,,0,,0
JOPLVSRW5208-9XL,41,,0,,0,,0
JOPLVSRW5208-S,71,,0,,0,,0
JOPLVSRW5209-10XL,5,,0,,0,,0
JOPLVSRW5209-7XL,2,,0,,0,,0
JOPLVSRW5209-8XL,20,,0,,0,,0
JOPLVSRW5209-9XL,44,,0,,0,,0
JOPLVSRW5209-S,23,,0,,0,,0
JOPLVSRW5210-10XL,48,,0,,0,,0
JOPLVSRW5210-4XL,29,,0,,0,,0
JOPLVSRW5210-5XL,54,,0,,0,,0
JOPLVSRW5210-6XL,47,,0,,0,,0
JOPLVSRW5210-7XL,15,,0,,0,,0
JOPLVSRW5210-8XL,51,,0,,0,,0
JOPLVSRW5210-9XL,54,,0,,0,,0
JOPLVSRW5210-S,57,,0,,0,,0
JOPLVSRW5211-10XL,5,,0,,0,,0
JOPLVSRW5211-4XL,6,,0,,0,,0
JOPLVSRW5211-5XL,1,,0,,0,,0
JOPLVSRW5211-6XL,1,,0,,0,,0
JOPLVSRW5211-9XL,1,,0,,0,,0
JOPLVSRW5211-XL,1,,0,,0,,0
JOPLVSRW5212-10XL,3,,0,,0,,0
JOPLVSRW5212-9XL,1,,0,,0,,0
JOPLVSRW5212-L,15,,0,,0,,0
JOPLVSRW5212-M,47,,0,,0,,0
JOPLVSRW5212-S,10,,0,,0,,0
JOPLVSRW5212-XL,4,,0,,0,,0
JOPLVSRW5212-XXL,5,,0,,0,,0
JOPLVSRW5213-10XL,1,,0,,0,,0
JOPLVSRW5213-4XL,2,,0,,0,,0
JOPLVSRW5213-S,10,,0,,0,,0
JOPLVSRW5214-L,1,,0,,0,,0
JOPLVSRW5214-S,4,,0,,0,,0
JOPLVSRW5215-10XL,1,,0,,0,,0
JOPLVSRW5215-3XL,5,,0,,0,,0
JOPLVSRW5215-5XL,1,,0,,0,,0
JOPLVSRW5215-6XL,3,,0,,0,,0
JOPLVSRW5215-8XL,4,,0,,0,,0
JOPLVSRW5215-9XL,1,,0,,0,,0
JOPLVSRW5215-M,1,,0,,0,,0
JOPLVSRW5216-10XL,25,,0,,0,,0
JOPLVSRW5216-3XL,5,,0,,0,,0
JOPLVSRW5216-6XL,1,,0,,0,,0
JOPLVSRW5216-9XL,31,,0,,0,,0
JOPLVSRW5217-4XL,2,,0,,0,,0
JOPLVSRW5217-5XL,1,,0,,0,,0
JOPLVSRW5217-6XL,2,,0,,0,,0
JOPLVSRW5217-9XL,3,,0,,0,,0
JOPLVSRW5217-L,2,,0,,0,,0
JOPLVSRW5217-S,3,,0,,0,,0
JOPLVSRW5217-XL,2,,0,,0,,0
JOPLVSRW5218-L,27,,0,,0,,0
JOPLVSRW5218-M,42,,0,,0,,0
JOPLVSRW5218-XL,25,,0,,0,,0
JOPLVSRW5219-10XL,1,,0,,0,,0
JOPLVSRW5219-3XL,103,,0,,0,,0
JOPLVSRW5219-4XL,103,,0,,0,,0
JOPLVSRW5219-5XL,94,,0,,0,,0
JOPLVSRW5219-6XL,132,,0,,0,,0
JOPLVSRW5219-7XL,49,,0,,0,,0
JOPLVSRW5219-8XL,44,,0,,0,,0
JOPLVSRW5219-9XL,46,,0,,0,,0
JOPLVSRW5219-L,54,,0,,0,,0
JOPLVSRW5219-M,71,,0,,0,,0
JOPLVSRW5219-S,67,,0,,0,,0
JOPLVSRW5219-XL,141,,0,,0,,0
JOPLVSRW5219-XXL,122,,0,,0,,0
JOPLVSRW5220-L,22,,0,,0,,0
JOPLVSRW5220-M,41,,0,,0,,0
JOPLVSRW5220-S,23,,0,,0,,0
JOPLVSRW5220-XL,2,,0,,0,,0
JOPLVSRW5222-3XL,3,,0,,0,,0
JOPLVSRW5222-6XL,1,,0,,0,,0
JOPLVSRW5222-L,28,,0,,0,,0
JOPLVSRW5222-XL,65,,0,,0,,0
JOPLVSRW5222-XXL,2,,0,,0,,0
JOPLVSRW5223-XXL,4,,0,,0,,0
JOPLVSRW5225-3XL,29,,0,,0,,0
JOPLVSRW5225-4XL,3,,0,,0,,0
JOPLVSRW5225-5XL,8,,0,,0,,0
JOPLVSRW5225-6XL,12,,0,,0,,0
JOPLVSRW5225-L,37,,0,,0,,0
JOPLVSRW5225-S,30,,0,,0,,0
JOPLVSRW5225-XL,37,,0,,0,,0
JOPLVSRW5225-XXL,19,,0,,0,,0
JOPLVSRW5226-3XL,1,,0,,0,,0
JOPLVSRW5226-5XL,1,,0,,0,,0
JOPLVSRW5226-6XL,2,,0,,0,,0
JOPLVSRW5227-3XL,60,,0,,0,,0
JOPLVSRW5227-4XL,126,,0,,0,,0
JOPLVSRW5227-6XL,17,,0,,0,,0
JOPLVSRW5227-L,29,,0,,0,,0
JOPLVSRW5227-M,29,,0,,0,,0
JOPLVSRW5227-S,55,,0,,0,,0
JOPLVSRW5227-XL,60,,0,,0,,0
JOPLVSRW5227-XXL,45,,0,,0,,0
JOPLVSRW5228-3XL,38,,0,,0,,0
JOPLVSRW5228-4XL,46,,0,,0,,0
JOPLVSRW5228-5XL,43,,0,,0,,0
JOPLVSRW5228-6XL,34,,0,,0,,0
JOPLVSRW5228-L,28,,0,,0,,0
JOPLVSRW5228-M,20,,0,,0,,0
JOPLVSRW5228-S,25,,0,,0,,0
JOPLVSRW5228-XL,50,,0,,0,,0
JOPLVSRW5228-XXL,50,,0,,0,,0
JOPLVSRW5229-3XL,62,,0,,0,,0
JOPLVSRW5229-5XL,38,,0,,0,,0
JOPLVSRW5229-6XL,26,,0,,0,,0
JOPLVSRW5229-L,30,,0,,0,,0
JOPLVSRW5229-M,57,,0,,0,,0
JOPLVSRW5229-S,29,,0,,0,,0
JOPLVSRW5229-XL,57,,0,,0,,0
JOPLVSRW5229-XXL,68,,0,,0,,0
JOPLVSRW5231-3XL,62,,0,,0,,0
JOPLVSRW5231-4XL,55,,0,,0,,0
JOPLVSRW5231-5XL,57,,0,,0,,0
JOPLVSRW5231-6XL,53,,0,,0,,0
JOPLVSRW5231-L,26,,0,,0,,0
JOPLVSRW5231-XL,57,,0,,0,,0
JOPLVSRW5231-XXL,57,,0,,0,,0
JOPLVSRW9001-S,2,,0,,0,,0
MRAWAT12002,1,,0,,0,,0
MRAWAT12005,1,,0,,0,,0
MRAWAT12006,1,,0,,0,,0
MRAWAT12009,1,,0,,0,,0
MRAWAT12010,1,,0,,0,,0
MRAWAT12015,1,,0,,0,,0
MRAWAT12019,1,,0,,0,,0
MRAWAT12020,1,,0,,0,,0
MRAWAT12021,1,,0,,0,,0
MRAWAT12025,1,,0,,0,,0
MRAWAT12026,1,,0,,0,,0
MRAWAT12027,1,,0,,0,,0
MRAWAT12029,1,,0,,0,,0
MRAWAT12031,1,,0,,0,,0
MRAWAT12033,1,,0,,0,,0
MRAWAT12034,1,,0,,0,,0
MRAWAT12036,1,,0,,0,,0
MRAWAT12037,1,,0,,0,,0
MRAWAT12038,1,,0,,0,,0
MRAWAT12039,1,,0,,0,,0
MRAWAT12040,1,,0,,0,,0
MRAWAT12044,1,,0,,0,,0
MRAWAT12045,1,,0,,0,,0
MRAWAT12047,1,,0,,0,,0
MRAWAT18001,1,,0,,0,,0
MRAWAT18005,1,,0,,0,,0
MRAWAT18007,1,,0,,0,,0
MRAWAT18011,1,,0,,0,,0
MRAWAT18012,1,,0,,0,,0
MRAWAT18015,1,,0,,0,,0
MRAWAT18022,1,,0,,0,,0
MRAWAT18023,1,,0,,0,,0
MRAWAT18031,1,,0,,0,,0
MRAWAT18032,1,,0,,0,,0
MRAWAT18034,1,,0,,0,,0
MRAWAT18035,1,,0,,0,,0
MRAWAT18038,1,,0,,0,,0
MRAWAT18039,1,,0,,0,,0
MRAWAT18040,1,,0,,0,,0
MRAWAT18042,1,,0,,0,,0
MRAWAT18052,1,,0,,0,,0
MRAWAT18053,1,,0,,0,,0
MRAWAT18054,1,,0,,0,,0
MRAWAT18060,1,,0,,0,,0
MRAWAT18061,1,,0,,0,,0
MRAWAT18062,1,,0,,0,,0
MRAWAT18063,1,,0,,0,,0
MRAWAT18064,1,,0,,0,,0
MRAWAT18065,1,,0,,0,,0
MRAWAT18071,1,,0,,0,,0
ROLY01A-L,34,,0,,0,,0
ROLY01A-M,33,,0,,0,,0
ROLY01A-S,34,,0,,0,,0
ROLY01A-XL,18,,0,,0,,0
ROLY01A-XS,61,,0,,0,,0
ROLY01B-L,28,,0,,0,,0
ROLY01B-M,14,,0,,0,,0
ROLY01B-S,28,,0,,0,,0
ROLY01B-XL,22,,0,,0,,0
ROLY01B-XS,58,,0,,0,,0
ROLY02A-L,35,,0,,0,,0
ROLY02A-S,28,,0,,0,,0
ROLY02A-XL,14,,0,,0,,0
ROLY02A-XS,40,,0,,0,,0
ROLY02A-XXL,21,,0,,0,,0
ROLY02B-S,26,,0,,0,,0
ROLY02B-XS,11,,0,,0,,0
ROLY03A-L,17,,0,,0,,0
ROLY03A-M,8,,0,,0,,0
ROLY03A-S,36,,0,,0,,0
ROLY03A-XL,9,,0,,0,,0
ROLY03A-XS,36,,0,,0,,0
ROLY03B-S,4,,0,,0,,0
ROLY03B-XS,50,,0,,0,,0
ROLY07A-L,40,,0,,0,,0
ROLY07A-M,33,,0,,0,,0
ROLY07A-S,42,,0,,0,,0
ROLY07A-XL,45,,0,,0,,0
ROLY07A-XS,60,,0,,0,,0
ROLY07A-XXL,2,,0,,0,,0
ROLY07B-L,14,,0,,0,,0
ROLY07B-M,17,,0,,0,,0
ROLY07B-S,28,,0,,0,,0
ROLY07B-XL,15,,0,,0,,0
ROLY07B-XS,44,,0,,0,,0
ROLY08A-L,32,,0,,0,,0
ROLY08A-M,28,,0,,0,,0
ROLY08A-S,26,,0,,0,,0
ROLY08A-XL,25,,0,,0,,0
ROLY08A-XS,54,,0,,0,,0
ROLY08A-XXL,46,,0,,0,,0
ROLY08B-L,57,,0,,0,,0
ROLY08B-M,53,,0,,0,,0
ROLY08B-S,56,,0,,0,,0
ROLY08B-XL,26,,0,,0,,0
ROLY08B-XS,59,,0,,0,,0
ROLY08B-XXL,43,,0,,0,,0
ROLY09A-L,63,,0,,0,,0
ROLY09A-M,39,,0,,0,,0
ROLY09A-S,69,,0,,0,,0
ROLY09A-XL,69,,0,,0,,0
ROLY09A-XS,69,,0,,0,,0
ROLY09A-XXL,31,,0,,0,,0
ROLY09B-L,52,,0,,0,,0
ROLY09B-M,53,,0,,0,,0
ROLY09B-S,36,,0,,0,,0
ROLY09B-XL,52,,0,,0,,0
ROLY09B-XS,60,,0,,0,,0
ROLY09B-XXL,39,,0,,0,,0
