Master SKU,Style ID / Parent SKU,Size,Category,Loc,Child Remark,Parent Remark,Type
JOPLJPR849-XXL,JOPLJPR849,XXL,Skd-Jpr,Jaipur,Slow Moving,Slow Moving,Live
JOPLJPR2004-XXL,JOPLJPR2004,XXL,"Dress 46""",Jaipur,Closed,Closed,Closed
JOPLST225-XXL,JOPLST225,XXL,Skd-St,Surat,Closed,Closed,Closed
JOPLST241-XL,JOPLST241,XL,Skd-St,Surat,Closed,Closed,Closed
JOPLJPR118-XL,JOPLJPR118,XL,Kurta-Jpr,Jaipur,Closed,Closed,Closed
JOPLMSFRTW6006-4XL,JOPLMSFRTW6006,4XL,Rtw,Surat,Closed,Closed,Closed
JOPLJPR159D-M,JOPLJPR159D,M,Kurta-Jpr,Jaipur,New Listing,New Listing,Live
JOPLJPR737-L,JOPLJPR737,L,Cotton Top,Jaipur,Closed,Closed,Closed
JOPLPDPRW1058-XXL,JOPLPDPRW1058,XXL,Rw Salwar Suit,Surat,Diamond A,Diamond A,Live
JOPLDI1034,JOPLDI1034,Free,Dress Material,Surat,Closed,Closed,Closed
JOPLVSRW4269-5XL,JOPLVSRW4269,5XL,Rw Salwar Suit,Surat,Closed,Closed,Closed
JOPLJPR75-M,JOPLJPR75,M,Kurta-Jpr,Jaipur,Closed,Closed,Closed
JOPLVSRW4088-3XL,JOPLVSRW4088,3XL,Rw Salwar Suit,Surat,Platinum B,Platinum C,Live
JOPLJPR4019-L,JOPLJPR4019,L,Tunics-Jpr,Jaipur,Closed,Closed,Closed
JOPLVSRW5219-XL,JOPLVSRW5219,XL,Rw Salwar Suit,Surat,Platinum A,Platinum B,Live
JOPLCS113-L,JOPLCS113,L,Cord Set,Jaipur,Slow Moving,Slow Moving,Live
JOPLVSRW5229-4XL,JOPLVSRW5229,4XL,RW Salwar suit,Surat,New Listing,New Listing,Live
JOPLVSRW4294-4XL,JOPLVSRW4294,4XL,Rw Salwar Suit,Surat,Closed,Closed,Closed
JOPLVSMRW4281-4XL,JOPLVSMRW4281,4XL,Rw Salwar Suit,Surat,Diamond A,Diamond C,Live
BL6213PINK0426-XXL,BL6213PINK0426,XXL,Blouse,Surat,Launch Phase,Launch Phase,Live
JOPLJPR43-6XL,JOPLJPR43,6XL,Kurta-Jpr,Jaipur,Platinum A,Diamond B,Live
JOPLST214-XXL,JOPLST214,XXL,Skd-St,Surat,Closed,Closed,Closed
JOPLJPR856-4XL,JOPLJPR856,4XL,Skd-Jpr,Jaipur,Closed,Closed,Closed
JOPLJPR7036-XS,JOPLJPR7036,XS,Cotton Top,Jaipur,Closed,Closed,Closed
MRAWAT18012,MRAWAT18012,Free,Wall Clocks,Surat,Closed,Closed,Closed
JOPLJPR127-L,JOPLJPR127,L,Kurta-Jpr,Jaipur,Closed,Closed,Closed
JOPLVSM10003,JOPLVSM10003,Free,Dress Material,Surat,Closed,Closed,Closed
JOPLJPR858-XL,JOPLJPR858,XL,Skd-Jpr,Jaipur,Closed,Closed,Closed
JOPLVSMRW5159-5XL,JOPLVSMRW5159,5XL,Rw Salwar Suit,Surat,Closed,Closed,Closed
JOPLJPR152A-XXL,JOPLJPR152A,XXL,Kurta-Jpr,Jaipur,Platinum A,Platinum B,Live
JOPLST259-XXL,JOPLST259,XXL,Skd-St,Surat,Closed,Closed,Closed
JOPLST216-M,JOPLST216,M,Skd-St,Surat,Closed,Closed,Closed
JOPLVSRW5175-S,JOPLVSRW5175,S,Rw Salwar Suit,Surat,Closed,Closed,Closed
JOPLVSMRW2013-7XL,JOPLVSMRW2013,7XL,Rw Salwar Suit,Surat,Closed,Closed,Closed
JOPLJPR725-XXL,JOPLJPR725,XXL,Cotton Top,Jaipur,Closed,Closed,Closed
JOPLMSFRTW1509A-3XL,JOPLMSFRTW1509A,3XL,Rtw,Surat,Closed,Closed,Closed
JOPLST242-4XL,JOPLST242,4XL,Skd-St,Surat,Platinum B,Platinum A,Live
JOPLJPR603-L,JOPLJPR603,L,Kurta-Jpr,Jaipur,Closed,Closed,Closed
JOPLJPR133-XL,JOPLJPR133,XL,Kurta-Jpr,Jaipur,Closed,Closed,Closed
JOPLJPR807-M,JOPLJPR807,M,Skd-Jpr,Jaipur,Closed,Closed,Closed
JOPLJPR124-S,JOPLJPR124,S,Kurta-Jpr,Jaipur,Closed,Closed,Closed
JOPLVL240-XXL,JOPLVL240,XXL,Skd-Jpr,Jaipur,Closed,Closed,Closed
JOPLJPR316-M,JOPLJPR316,M,"Dress 42 """,Jaipur,Closed,Closed,Closed
JOPLVSRW4184-XXL,JOPLVSRW4184,XXL,Rw Salwar Suit,Surat,Closed,Closed,Closed
JOPLVSM4167,JOPLVSM4167,Free,Dress Material,Surat,Closed,Closed,Closed
JOPLVSMRW4281-10XL,JOPLVSMRW4281,10XL,Rw Salwar Suit,Surat,Platinum B,Diamond C,Live
JOPLJPR776-XS,JOPLJPR776,XS,Cotton Top,Jaipur,Closed,Closed,Closed
JOPLJPR805-6XL,JOPLJPR805,6XL,Skd-Jpr,Jaipur,Closed,Closed,Closed
JOPLLTRW2016-3XL,JOPLLTRW2016,3XL,Rw Salwar Suit,Surat,Diamond C,Platinum A,Live
JOPLNS4006F,JOPLNS4006F,Free,Saree,Surat,Closed,Closed,Closed
JOPLJPR5002-XXL,JOPLJPR5002,XXL,Crop Top,Jaipur,Slow Moving,Slow Moving,Live
JOPLST241-M,JOPLST241,M,Skd-St,Surat,Closed,Closed,Closed
JOPLJPR746-XXL,JOPLJPR746,XXL,Cotton Top,Jaipur,Slow Moving,Platinum C,Live
JOPLJPR764-XXL,JOPLJPR764,XXL,Cotton Top,Jaipur,Closed,Closed,Closed
JOPLRJN13-L,JOPLRJN13,L,Gown With Dupatta,Jaipur,Closed,Closed,Closed
JOPLVSRW5203-XL,JOPLVSRW5203,XL,Rw Salwar Suit,Surat,Diamond A,Diamond C,Live
JOPLST709-M,JOPLST709,M,Tunics-St,Surat,Closed,Closed,Closed
JOPLJPR7033-S,JOPLJPR7033,S,Cotton Top,Jaipur,Closed,Closed,Closed
BL6213MAROON0426-XXL,BL6213MAROON0426,XXL,Blouse,Surat,Launch Phase,Launch Phase,Live
JOPLJPR760-XXL,JOPLJPR760,XXL,Cotton Top,Jaipur,Closed,Closed,Closed
JOPLVSM4247,JOPLVSM4247,Free,Dress Material,Surat,Closed,Closed,Closed
JOPLJPR7027-XS,JOPLJPR7027,XS,Cotton Top,Jaipur,Closed,Closed,Closed
JOPLKS095,JOPLKS095,Free,Dress Material,Surat,Closed,Closed,Closed
JOPLJPR7008-S,JOPLJPR7008,S,Cotton Top,Jaipur,Closed,Closed,Closed
JOPLVL259-6XL,JOPLVL259,6XL,Skd-Jpr,Jaipur,Slow Moving,Slow Moving,Live
JOPLJPR2021-XS,JOPLJPR2021,XS,"Dress 46""",Jaipur,Closed,Closed,Closed
JOPLVSRW4269-3XL,JOPLVSRW4269,3XL,Rw Salwar Suit,Surat,Closed,Closed,Closed
JOPLVSRW5169-7XL,JOPLVSRW5169,7XL,Rw Salwar Suit,Surat,Closed,Closed,Closed
JOPLVSRW4093-7XL,JOPLVSRW4093,7XL,Rw Salwar Suit,Surat,Platinum C,Platinum A,Live
BL6213RED0426-XXL,BL6213RED0426,XXL,Blouse,Surat,Launch Phase,Launch Phase,Live
JOPLJPR724-S,JOPLJPR724,S,Cotton Top,Jaipur,Closed,Closed,Closed
JOPLST280-XXL,JOPLST280,XXL,SKD-ST,Surat,New Listing,New Listing,Live
JOPLST744-3XL,JOPLST744,3XL,Tunics-St,Surat,Closed,Closed,Closed
JOPLST710-XL,JOPLST710,XL,Tunics-St,Surat,Closed,Closed,Closed
JOPLST273-L,JOPLST273,L,Skd-St,Surat,Closed,Closed,Closed
JOPLST230-S,JOPLST230,S,Skd-St,Surat,Closed,Closed,Closed
JOPLST279-S,JOPLST279,S,SKD-ST,Surat,New Listing,New Listing,Live
JOPLMSFRTW6003-4XL,JOPLMSFRTW6003,4XL,Rtw,Surat,Closed,Closed,Closed
JOPLJPR864-M,JOPLJPR864,M,Skd-Jpr,Jaipur,Closed,Closed,Closed
JOPLJPR4013-3XL,JOPLJPR4013,3XL,Tunics-Jpr,Jaipur,Slow Moving,Slow Moving,Live
JOPLLTRW2013-5XL,JOPLLTRW2013,5XL,Rw Salwar Suit,Surat,Closed,Closed,Closed
JOPLST706-XL,JOPLST706,XL,Tunics-St,Surat,Closed,Closed,Closed
JOPLVL277-XL,JOPLVL277,XL,Skd-Jpr,Jaipur,Closed,Closed,Closed
JOPLVSM4288,JOPLVSM4288,Free,Dress Material,Surat,Closed,Closed,Closed
JOPLJPR208-L,JOPLJPR208,L,"Maternity Gown  48""",Jaipur,Closed,Closed,Closed
JOPLJPR4044-L,JOPLJPR4044,L,Tunics-Jpr,Jaipur,Closed,Closed,Closed
JOPLNB3006D,JOPLNB3006D,Free,Saree,Surat,Closed,Closed,Closed
JOPLVSRW5172-6XL,JOPLVSRW5172,6XL,Rw Salwar Suit,Surat,Diamond A,Diamond B,Live
JOPLLT2018,JOPLLT2018,Free,Dress Material,Surat,Closed,Closed,Closed
JOPLJPR161-M,JOPLJPR161,M,KURTA-JPR,Jaipur,New Listing,New Listing,Live
JOPLJPR159C-M,JOPLJPR159C,M,Kurta-Jpr,Jaipur,New Listing,New Listing,Live
JOPLDI1017,JOPLDI1017,Free,Dress Material,Surat,Closed,Closed,Closed
JOPLJPR747-L,JOPLJPR747,L,Cotton Top,Jaipur,Platinum B,Platinum C,Live
JOPLVL301-3XL,JOPLVL301,3XL,Kurta With Pant,Jaipur,Closed,Closed,Closed
JOPLST219-L,JOPLST219,L,Skd-St,Surat,Closed,Closed,Closed
JOPLVSRW5218-5XL,JOPLVSRW5218,5XL,Rw Salwar Suit,Surat,Platinum B,Platinum B,Live
JOPLVSRW4002-XL,JOPLVSRW4002,XL,Rw Salwar Suit,Surat,Diamond A,Diamond B,Live
BL6208YELLOW0426-XXL,BL6208YELLOW0426,XXL,Blouse,Surat,Launch Phase,Launch Phase,Live
JOPLVL210-S,JOPLVL210,S,Skd-Jpr,Jaipur,Closed,Closed,Closed
JOPLPDP1091,JOPLPDP1091,Free,Dress Material,Surat,Closed,Closed,Closed
MRAWAT18001,MRAWAT18001,Free,Wall Clocks,Surat,Closed,Closed,Closed
JOPLJPR725-M,JOPLJPR725,M,Cotton Top,Jaipur,Closed,Closed,Closed
JOPLJPR738-L,JOPLJPR738,L,Cotton Top,Jaipur,Closed,Closed,Closed
JOPLJPR342-S,JOPLJPR342,S,"Dress 36""",Jaipur,Platinum C,Platinum C,Live
JOPLVSM5204,JOPLVSM5204,Free,Dress Material,Surat,Closed,Closed,Closed
JOPLVSRW4079-XXL,JOPLVSRW4079,XXL,Rw Salwar Suit,Surat,Diamond B,Platinum A,Live
JOPLST207-S,JOPLST207,S,Skd-St,Surat,Closed,Closed,Closed
ROLY01A-M,ROLY01A,M,Western Top,Surat,Closed,Closed,Closed
JOPLVSMRW4132-S,JOPLVSMRW4132,S,Rw Salwar Suit,Surat,Closed,Closed,Closed
JOPLJPR329-XS,JOPLJPR329,XS,"Dress 42 """,Jaipur,Closed,Closed,Closed
JOPLVSM5200,JOPLVSM5200,Free,Dress Material,Surat,Closed,Closed,Closed
JOPLVSRW4179-S,JOPLVSRW4179,S,Rw Salwar Suit,Surat,Closed,Closed,Closed
JOPLJPR7042-M,JOPLJPR7042,M,Cotton Top,Jaipur,Closed,Closed,Closed
JOPLRJN15-L,JOPLRJN15,L,Skd-Jpr,Jaipur,Slow Moving,Slow Moving,Live
JOPLVL245-XL,JOPLVL245,XL,Skd-Jpr,Jaipur,Slow Moving,Slow Moving,Live
JOPLVSMRW4250-5XL,JOPLVSMRW4250,5XL,Rw Salwar Suit,Surat,Diamond A,Diamond A,Live
JOPLST201-S,JOPLST201,S,Skd-St,Surat,Platinum C,Platinum A,Live
JOPLJPR520-XL,JOPLJPR520,XL,Kurta With Pant,Surat,Closed,Closed,Closed
JOPLJPR4049-L,JOPLJPR4049,L,Tunics-Jpr,Jaipur,Closed,Closed,Closed
JOPLMD144A,JOPLMD144A,Free,Dress Material,Surat,Closed,Closed,Closed
JOPLST734-XXL,JOPLST734,XXL,Tunics-St,Surat,Closed,Closed,Closed
JOPLST725-S,JOPLST725,S,Tunics-St,Surat,Closed,Closed,Closed
JOPLJPR706-3XL,JOPLJPR706,3XL,Cotton Top,Jaipur,Platinum C,Diamond C,Live
JOPLST265-S,JOPLST265,S,Skd-St,Surat,Closed,Closed,Closed
JOPLVSMRW4285-3XL,JOPLVSMRW4285,3XL,Rw Salwar Suit,Surat,Closed,Closed,Closed
JOPLJPR719-S,JOPLJPR719,S,Cotton Top,Jaipur,Closed,Closed,Closed
JOPLNB3041A,JOPLNB3041A,Free,Saree,Surat,Closed,Closed,Closed
JOPLJPR312-S,JOPLJPR312,S,"Dress 36""",Jaipur,Slow Moving,Slow Moving,Live
JOPLVSMRW3988-9XL,JOPLVSMRW3988,9XL,Rw Salwar Suit,Surat,Slow Moving,Diamond B,Live
JOPLVSMRW4132-8XL,JOPLVSMRW4132,8XL,Rw Salwar Suit,Surat,Closed,Closed,Closed
JOPLJPR306-M,JOPLJPR306,M,"Dress 36""",Jaipur,Slow Moving,Slow Moving,Live
JOPLJPR828-S,JOPLJPR828,S,Skd-Jpr,Jaipur,Closed,Closed,Closed
JOPLJPR849-S,JOPLJPR849,S,Skd-Jpr,Jaipur,Slow Moving,Slow Moving,Live
JOPLST229-S,JOPLST229,S,Skd-St,Surat,Closed,Closed,Closed
JOPLJPR735-XS,JOPLJPR735,XS,Cotton Top,Jaipur,Slow Moving,Slow Moving,Live
VRY12-M,VRY12,M,Kurta-Jpr,Surat,Closed,Closed,Closed
JOPLVL275-XL,JOPLVL275,XL,Skd-Jpr,Jaipur,Closed,Closed,Closed
JOPLVL284A-L,JOPLVL284A,L,Skd-Jpr,Jaipur,Closed,Closed,Closed
JOPLVL267A-S,JOPLVL267A,S,Skd-Jpr,Jaipur,Slow Moving,Slow Moving,Live
JOPLJPR4037-3XL,JOPLJPR4037,3XL,Tunics-Jpr,Jaipur,Closed,Closed,Closed
JOPLJPR109-3XL,JOPLJPR109,3XL,Kurta-Jpr,Jaipur,Closed,Closed,Closed
JOPLVSRW5238-L,JOPLVSRW5238,L,RW Salwar suit,Surat,Launch Phase,Launch Phase,Live
JOPLJPR853-4XL,JOPLJPR853,4XL,Skd-Jpr,Jaipur,Closed,Closed,Closed
JOPLLTRW2017-4XL,JOPLLTRW2017,4XL,Rw Salwar Suit,Surat,Diamond A,Diamond A,Live
JOPLMSFRTW6003-XXL,JOPLMSFRTW6003,XXL,Rtw,Surat,Closed,Closed,Closed
JOPLVSRW4031-6XL,JOPLVSRW4031,6XL,Rw Salwar Suit,Surat,Platinum A,Platinum B,Live
JOPLST258-M,JOPLST258,M,Skd-St,Surat,Closed,Closed,Closed
JOPLJPR320-S,JOPLJPR320,S,"Dress 42 """,Jaipur,Slow Moving,Slow Moving,Live
JOPLJPR2006-XL,JOPLJPR2006,XL,"Dress 46""",Jaipur,Slow Moving,Slow Moving,Live
JOPLDI1068,JOPLDI1068,Free,Dress Material,Surat,Slow Moving,Slow Moving,Live
JOPLVSRW5173-5XL,JOPLVSRW5173,5XL,Rw Salwar Suit,Surat,Closed,Closed,Closed
JOPLVSRW5207-M,JOPLVSRW5207,M,Rw Salwar Suit,Surat,Platinum C,Platinum C,Live
JOPLJPR137-L,JOPLJPR137,L,Kurta-Jpr,Jaipur,Closed,Closed,Closed
JOPLLT2007,JOPLLT2007,Free,Dress Material,Surat,Closed,Closed,Closed
JOPLVSMRW4285-6XL,JOPLVSMRW4285,6XL,Rw Salwar Suit,Surat,Closed,Closed,Closed
JOPLLTRW2022-L,JOPLLTRW2022,L,Rw Salwar Suit,Surat,Closed,Closed,Closed
JOPLST233-M,JOPLST233,M,Skd-St,Surat,Closed,Closed,Closed
JOPLJPR745-XXL,JOPLJPR745,XXL,Cotton Top,Jaipur,Platinum C,Platinum C,Live
JOPLVSM4148,JOPLVSM4148,Free,Dress Material,Surat,Closed,Closed,Closed
JOPLJPR4054-L,JOPLJPR4054,L,Tunics-Jpr,Jaipur,Closed,Closed,Closed
JOPLJPR787-M,JOPLJPR787,M,Cotton Top,Jaipur,Closed,Closed,Closed
JOPLVSRW5203-7XL,JOPLVSRW5203,7XL,Rw Salwar Suit,Surat,Platinum B,Diamond C,Live
JOPLVSMRW5103-XL,JOPLVSMRW5103,XL,Rw Salwar Suit,Surat,Closed,Closed,Closed
JOPLVSRW4222-4XL,JOPLVSRW4222,4XL,Rw Salwar Suit,Surat,Closed,Closed,Closed
JOPLJPR53-M,JOPLJPR53,M,Kurta-Jpr,Jaipur,Closed,Closed,Closed
JOPLJPR319-XXL,JOPLJPR319,XXL,"Dress 42 """,Jaipur,Slow Moving,Slow Moving,Live
JOPLST226-M,JOPLST226,M,Skd-St,Surat,Closed,Closed,Closed
JOPLVSRW5236-S,JOPLVSRW5236,S,RW Salwar suit,Surat,Launch Phase,Launch Phase,Live
JOPLVSMRW4285-9XL,JOPLVSMRW4285,9XL,Rw Salwar Suit,Surat,Closed,Closed,Closed
JOPLST228-L,JOPLST228,L,Skd-St,Surat,Closed,Closed,Closed
JOPLVL208-S,JOPLVL208,S,Skd-Jpr,Jaipur,Closed,Closed,Closed
JOPLVSRW5234-6XL,JOPLVSRW5234,6XL,RW Salwar suit,Surat,Launch Phase,Launch Phase,Live
JOPLJPR159F-XXL,JOPLJPR159F,XXL,Kurta-Jpr,Jaipur,Platinum C,Platinum C,Live
JOPLVSRW5186-XL,JOPLVSRW5186,XL,Rw Salwar Suit,Surat,Closed,Closed,Closed
JOPLJPR7029-L,JOPLJPR7029,L,Cotton Top,Jaipur,Closed,Closed,Closed
BL6213PEACH0426-XL,BL6213PEACH0426,XL,Blouse,Surat,Launch Phase,Launch Phase,Live
JOPLVL253-XXL,JOPLVL253,XXL,Skd-Jpr,Jaipur,Closed,Closed,Closed
JOPLJPR144-M,JOPLJPR144,M,Kurta-Jpr,Jaipur,Closed,Closed,Closed
JOPLVSRW5216-10XL,JOPLVSRW5216,10XL,Rw Salwar Suit,Surat,Platinum C,Platinum B,Live
JOPLST06-M,JOPLST06,M,Kurta-St,Surat,Closed,Closed,Closed
JOPLVL280-M,JOPLVL280,M,Skd-Jpr,Jaipur,Closed,Closed,Closed
JOPLJPR4006-XXL,JOPLJPR4006,XXL,Tunics-Jpr,Jaipur,Slow Moving,Slow Moving,Live
JOPLVL275-L,JOPLVL275,L,Skd-Jpr,Jaipur,Closed,Closed,Closed
JOPLJPR37-5XL,JOPLJPR37,5XL,Kurta-Jpr,Jaipur,Closed,Closed,Closed
JOPLVL244-6XL,JOPLVL244,6XL,Skd-Jpr,Jaipur,Slow Moving,Slow Moving,Live
JOPLJPR4042-3XL,JOPLJPR4042,3XL,Tunics-Jpr,Jaipur,Closed,Closed,Closed
JOPLVSRW5171-M,JOPLVSRW5171,M,Rw Salwar Suit,Surat,Platinum B,Platinum A,Live
JOPLVSRW5217-8XL,JOPLVSRW5217,8XL,Rw Salwar Suit,Surat,Slow Moving,Platinum C,Live
JOPLCS105-S,JOPLCS105,S,Cord Set,Jaipur,Closed,Closed,Closed
JOPLJPR821B-S,JOPLJPR821B,S,Skd-Jpr,Jaipur,Closed,Closed,Closed
JOPLVL289A-S,JOPLVL289A,S,Skd-Jpr,Jaipur,Closed,Closed,Closed
JOPLJPR134-L,JOPLJPR134,L,Kurta-Jpr,Jaipur,Closed,Closed,Closed
JOPLVSRW5122-5XL,JOPLVSRW5122,5XL,Rw Salwar Suit,Surat,Closed,Closed,Closed
JOPLJPR733-XL,JOPLJPR733,XL,Cotton Top,Jaipur,Closed,Closed,Closed
JOPLVL308-3XL,JOPLVL308,3XL,Skd-Jpr,Jaipur,Closed,Closed,Closed
JOPLVSRW5217-S,JOPLVSRW5217,S,Rw Salwar Suit,Surat,Slow Moving,Platinum C,Live
JOPLJPR333-XXL,JOPLJPR333,XXL,"Dress 42 """,Jaipur,Closed,Closed,Closed
JOPLJPR788-L,JOPLJPR788,L,Cotton Top,Jaipur,Platinum C,Slow Moving,Live
JOPLNS4037,JOPLNS4037,Free,Saree,Surat,Closed,Closed,Closed
JOPLJPR756-S,JOPLJPR756,S,Cotton Top,Jaipur,Closed,Closed,Closed
JOPLJPR153A-L,JOPLJPR153A,L,Kurta-Jpr,Jaipur,Platinum A,Platinum B,Live
JOPLVL213-3XL,JOPLVL213,3XL,Skd-Jpr,Jaipur,Slow Moving,Slow Moving,Live
JOPLJPR809-XL,JOPLJPR809,XL,Skd-Jpr,Jaipur,Closed,Closed,Closed
JOPLJPR809-XXL,JOPLJPR809,XXL,Skd-Jpr,Jaipur,Closed,Closed,Closed
JOPLST712-S,JOPLST712,S,Tunics-St,Surat,Closed,Closed,Closed
JOPLJPR761-L,JOPLJPR761,L,Cotton Top,Jaipur,Platinum B,Platinum C,Live
JOPLVSRW1013-L,JOPLVSRW1013,L,Rw Salwar Suit,Surat,Closed,Closed,Closed
JOPLST281-S,JOPLST281,S,Pending,Pending,Launch Phase,Launch Phase,Live
JOPLLTRW2013-XL,JOPLLTRW2013,XL,Rw Salwar Suit,Surat,Closed,Closed,Closed
JOPLVSM10002,JOPLVSM10002,Free,Dress Material,Surat,Closed,Closed,Closed
JOPLJPR7007-XL,JOPLJPR7007,XL,Cotton Top,Jaipur,Closed,Closed,Closed
JOPLJPR145A-L,JOPLJPR145A,L,Kurta-Jpr,Jaipur,Platinum C,Platinum C,Live
JOPLJPR5001-M,JOPLJPR5001,M,Crop Top,Jaipur,Slow Moving,Slow Moving,Live
JOPLST286-XXL,JOPLST286,XXL,SKD-ST,Surat,New Listing,New Listing,Live
JOPLST602-M,JOPLST602,M,"Dress 42 """,Surat,Slow Moving,Slow Moving,Live
JOPLRJN14-S,JOPLRJN14,S,Skd-Jpr,Jaipur,Slow Moving,Slow Moving,Live
JOPLRJN06-M,JOPLRJN06,M,Skd-Jpr,Jaipur,Closed,Closed,Closed
JOPLJPR10-M,JOPLJPR10,M,Kurta-Jpr,Jaipur,Diamond A,Diamond B,Live
JOPLJPR841-S,JOPLJPR841,S,Skd-Jpr,Jaipur,Slow Moving,Slow Moving,Live
JOPLLTRW2024-6XL,JOPLLTRW2024,6XL,Rw Salwar Suit,Surat,Closed,Closed,Closed
JOPLJPR151-L,JOPLJPR151,L,Kurta-Jpr,Jaipur,New Listing,New Listing,Live
ROLY07B-XS,ROLY07B,XS,Western Top,Surat,Closed,Closed,Closed
JOPLVSRW5175-5XL,JOPLVSRW5175,5XL,Rw Salwar Suit,Surat,Closed,Closed,Closed
JOPLJPR789-S,JOPLJPR789,S,Cotton Top,Jaipur,Slow Moving,Slow Moving,Live
JOPLMF2223,JOPLMF2223,Free,Dress Material,Surat,Closed,Closed,Closed
JOPLVSRW4184-XL,JOPLVSRW4184,XL,Rw Salwar Suit,Surat,Closed,Closed,Closed
JOPLVSM4096,JOPLVSM4096,Free,Dress Material,Surat,Platinum A,Platinum A,Live
BL6208GREEN0426-XL,BL6208GREEN0426,XL,Blouse,Surat,Launch Phase,Launch Phase,Live
JOPLST283-XL,JOPLST283,XL,skd-st,Surat,New Listing,New Listing,Live
JOPLJPR69D-L,JOPLJPR69D,L,Kurta-Jpr,Jaipur,Closed,Closed,Closed
JOPLVL224-3XL,JOPLVL224,3XL,Skd-Jpr,Jaipur,Platinum C,Slow Moving,Live
JOPLVL241A-4XL,JOPLVL241A,4XL,Skd-Jpr,Jaipur,Slow Moving,Slow Moving,Live
JOPLVSRW5205-3XL,JOPLVSRW5205,3XL,Rw Salwar Suit,Surat,Platinum B,Platinum C,Live
ROLY06B-XS,ROLY06B,XS,Western Top,Surat,Closed,Closed,Closed
JOPLJPR336-XL,JOPLJPR336,XL,"Dress 42 """,Jaipur,Closed,Closed,Closed
JOPLST242-6XL,JOPLST242,6XL,Skd-St,Surat,Platinum A,Platinum A,Live
JOPLJPR716-XXL,JOPLJPR716,XXL,Cotton Top,Jaipur,Platinum C,Platinum B,Live
JOPLVL260B-3XL,JOPLVL260B,3XL,Skd-Jpr,Jaipur,Closed,Closed,Closed
JOPLST731-M,JOPLST731,M,Tunics-St,Surat,Closed,Closed,Closed
JOPLANG6017,JOPLANG6017,Free,Dress Material,Surat,Closed,Closed,Closed
JOPLVL245-6XL,JOPLVL245,6XL,Skd-Jpr,Jaipur,Slow Moving,Slow Moving,Live
VRY03-M,VRY03,M,Kurta-Jpr,Surat,Closed,Closed,Closed
JOPLVSRW4096-L,JOPLVSRW4096,L,Rw Salwar Suit,Surat,Diamond C,Diamond C,Live
JOPLVSMRW4178-S,JOPLVSMRW4178,S,Rw Salwar Suit,Surat,Closed,Closed,Closed
JOPLJPR794-M,JOPLJPR794,M,Cotton Top,Jaipur,Closed,Closed,Closed
JOPLVL245-4XL,JOPLVL245,4XL,Skd-Jpr,Jaipur,Slow Moving,Slow Moving,Live
JOPLVSRW4002-10XL,JOPLVSRW4002,10XL,Rw Salwar Suit,Surat,Platinum A,Diamond B,Live
JOPLVSRW5204-3XL,JOPLVSRW5204,3XL,Rw Salwar Suit,Surat,Closed,Closed,Closed
JOPLNS4043B,JOPLNS4043B,Free,Saree,Surat,Closed,Closed,Closed
JOPLST271-S,JOPLST271,S,Skd-St,Surat,Closed,Closed,Closed
JOPLRJN04-M,JOPLRJN04,M,Skd-Jpr,Jaipur,Closed,Closed,Closed
JOPLST729-M,JOPLST729,M,Tunics-St,Surat,Closed,Closed,Closed
JOPLVSRW4290-4XL,JOPLVSRW4290,4XL,Rw Salwar Suit,Surat,Diamond C,Platinum B,Live
JOPLVL234-XXL,JOPLVL234,XXL,Skd-Jpr,Jaipur,Closed,Closed,Closed
JOPLST731-L,JOPLST731,L,Tunics-St,Surat,Closed,Closed,Closed
VRY04-XL,VRY04,XL,Kurta-Jpr,Surat,Closed,Closed,Closed
JOPLVSRW5209-10XL,JOPLVSRW5209,10XL,Rw Salwar Suit,Surat,Closed,Closed,Closed
JOPLVL207A-S,JOPLVL207A,S,Skd-Jpr,Jaipur,Closed,Closed,Closed
JOPLJPR156B-L,JOPLJPR156B,L,Kurta-Jpr,Jaipur,New Listing,New Listing,Live
JOPLVL218-L,JOPLVL218,L,Skd-Jpr,Jaipur,Platinum C,Platinum C,Live
JOPLMD147A,JOPLMD147A,Free,Dress Material,Surat,Closed,Closed,Closed
JOPLJPR2021-XXL,JOPLJPR2021,XXL,"Dress 46""",Jaipur,Closed,Closed,Closed
JOPLVSM5203,JOPLVSM5203,Free,Dress Material,Surat,Closed,Closed,Closed
JOPLJPR713-S,JOPLJPR713,S,Cotton Top,Jaipur,Slow Moving,Slow Moving,Live
JOPLRJN26-M,SKU DELETED,M,Sku Deleted,Surat,Closed,Closed,Closed
JOPLJPR7036-XL,JOPLJPR7036,XL,Cotton Top,Jaipur,Closed,Closed,Closed
JOPLJPR314-XL,JOPLJPR314,XL,"Dress 36""",Jaipur,Platinum B,Platinum C,Live
JOPLCS108-M,JOPLCS108,M,Cord Set,Jaipur,Slow Moving,Slow Moving,Live
JOPLPDPRW1006-XXL,JOPLPDPRW1006,XXL,Rw Salwar Suit,Surat,Diamond C,Platinum A,Live
JOPLJPR7013-M,JOPLJPR7013,M,Cotton Top,Jaipur,Closed,Closed,Closed
JOPLVSRW1163-6XL,JOPLVSRW1163,6XL,Rw Salwar Suit,Surat,Slow Moving,Slow Moving,Live
JOPLLTRW2003-XL,JOPLLTRW2003,XL,Rw Salwar Suit,Surat,Closed,Closed,Closed
JOPLVL213-6XL,JOPLVL213,6XL,Skd-Jpr,Jaipur,Slow Moving,Slow Moving,Live
