Master SKU,Style ID / Parent SKU,Size,Category,Location,Cost,Wholesale Price,Catalog Name,Up Price,Uniware Stock,FBA,FBF,SJIT,Launch Date
JOPLST703-XL,JOPLST703,XL,Tunics-St,Surat,,,,,53,0,0,0,
JOPLST703-XXL,JOPLST703,XXL,Tunics-St,Surat,,,,,109,0,0,0,
JOPLVL212-3XL,JOPLVL212,3XL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL212-4XL,JOPLVL212,4XL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL212-5XL,JOPLVL212,5XL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL212-6XL,JOPLVL212,6XL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL212-L,JOPLVL212,L,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL212-M,JOPLVL212,M,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL212-S,JOPLVL212,S,Skd-Jpr,Jaipur,,,,,2,0,0,0,
JOPLVL212-XL,JOPLVL212,XL,Skd-Jpr,Jaipur,,,,,1,0,0,0,
JOPLVL212-XXL,JOPLVL212,XXL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL213-3XL,JOPLVL213,3XL,Skd-Jpr,Jaipur,,,,,14,0,0,0,
JOPLVL213-4XL,JOPLVL213,4XL,Skd-Jpr,Jaipur,,,,,5,0,0,0,
JOPLVL213-5XL,JOPLVL213,5XL,Skd-Jpr,Jaipur,,,,,11,0,0,0,
JOPLVL213-6XL,JOPLVL213,6XL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL213-L,JOPLVL213,L,Skd-Jpr,Jaipur,,,,,10,0,0,0,
JOPLVL213-M,JOPLVL213,M,Skd-Jpr,Jaipur,,,,,5,0,0,0,
JOPLVL213-S,JOPLVL213,S,Skd-Jpr,Jaipur,,,,,29,0,0,0,
JOPLVL213-XL,JOPLVL213,XL,Skd-Jpr,Jaipur,,,,,1,0,0,0,
JOPLVL213-XXL,JOPLVL213,XXL,Skd-Jpr,Jaipur,,,,,32,0,0,0,
JOPLVL214-3XL,JOPLVL214,3XL,Skd-Jpr,Jaipur,,,,,2,0,0,0,
JOPLVL214-4XL,JOPLVL214,4XL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL214-5XL,JOPLVL214,5XL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL214-6XL,JOPLVL214,6XL,Skd-Jpr,Jaipur,,,,,2,0,0,0,
JOPLVL214-L,JOPLVL214,L,Skd-Jpr,Jaipur,,,,,10,0,0,0,
JOPLVL214-M,JOPLVL214,M,Skd-Jpr,Jaipur,,,,,20,0,0,0,
JOPLVL214-S,JOPLVL214,S,Skd-Jpr,Jaipur,,,,,17,0,0,0,
JOPLVL214-XL,JOPLVL214,XL,Skd-Jpr,Jaipur,,,,,28,0,0,0,
JOPLVL214-XXL,JOPLVL214,XXL,Skd-Jpr,Jaipur,,,,,34,0,0,0,
JOPLVL218-3XL,JOPLVL218,3XL,Skd-Jpr,Jaipur,,,,,57,0,0,0,
JOPLVL218-4XL,JOPLVL218,4XL,Skd-Jpr,Jaipur,,,,,4,0,0,0,
JOPLVL218-5XL,JOPLVL218,5XL,Skd-Jpr,Jaipur,,,,,4,0,0,0,
JOPLVL218-6XL,JOPLVL218,6XL,Skd-Jpr,Jaipur,,,,,7,0,0,0,
JOPLVL218-L,JOPLVL218,L,Skd-Jpr,Jaipur,,,,,130,0,0,0,
JOPLVL218-M,JOPLVL218,M,Skd-Jpr,Jaipur,,,,,176,0,0,0,
JOPLVL218-S,JOPLVL218,S,Skd-Jpr,Jaipur,,,,,115,0,0,0,
JOPLVL218-XL,JOPLVL218,XL,Skd-Jpr,Jaipur,,,,,75,0,0,0,
JOPLVL218-XXL,JOPLVL218,XXL,Skd-Jpr,Jaipur,,,,,102,0,0,0,
JOPLVL224-3XL,JOPLVL224,3XL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL224-4XL,JOPLVL224,4XL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL224-5XL,JOPLVL224,5XL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL224-6XL,JOPLVL224,6XL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL224-L,JOPLVL224,L,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL224-M,JOPLVL224,M,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL224-S,JOPLVL224,S,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL224-XL,JOPLVL224,XL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL224-XXL,JOPLVL224,XXL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL227-3XL,JOPLVL227,3XL,Skd-Jpr,Jaipur,,,,,2,0,0,0,
JOPLVL227-4XL,JOPLVL227,4XL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL227-5XL,JOPLVL227,5XL,Skd-Jpr,Jaipur,,,,,1,0,0,0,
JOPLVL227-6XL,JOPLVL227,6XL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL227-L,JOPLVL227,L,Skd-Jpr,Jaipur,,,,,1,0,0,0,
JOPLVL227-M,JOPLVL227,M,Skd-Jpr,Jaipur,,,,,6,0,0,0,
JOPLVL227-S,JOPLVL227,S,Skd-Jpr,Jaipur,,,,,1,0,0,0,
JOPLVL227-XL,JOPLVL227,XL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL227-XXL,JOPLVL227,XXL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL241A-3XL,JOPLVL241A,3XL,Skd-Jpr,Jaipur,,,,,25,0,0,0,
JOPLVL241A-4XL,JOPLVL241A,4XL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL241A-5XL,JOPLVL241A,5XL,Skd-Jpr,Jaipur,,,,,0,0,0,0,
JOPLVL241A-6XL,JOPLVL241A,6XL,Skd-Jpr,Jaipur,,,,,0,0,0,0,
JOPLVL241A-L,JOPLVL241A,L,Skd-Jpr,Jaipur,,,,,76,0,0,0,
JOPLVL241A-M,JOPLVL241A,M,Skd-Jpr,Jaipur,,,,,45,0,0,0,
JOPLVL241A-S,JOPLVL241A,S,Skd-Jpr,Jaipur,,,,,46,0,0,0,
JOPLVL241A-XL,JOPLVL241A,XL,Skd-Jpr,Jaipur,,,,,24,0,0,0,
JOPLVL241A-XXL,JOPLVL241A,XXL,Skd-Jpr,Jaipur,,,,,119,0,0,0,
JOPLVL244-3XL,JOPLVL244,3XL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL244-4XL,JOPLVL244,4XL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL244-5XL,JOPLVL244,5XL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL244-6XL,JOPLVL244,6XL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL244-L,JOPLVL244,L,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL244-M,JOPLVL244,M,Skd-Jpr,Jaipur,,,,,1,0,0,0,
JOPLVL244-S,JOPLVL244,S,Skd-Jpr,Jaipur,,,,,13,0,0,0,
JOPLVL244-XL,JOPLVL244,XL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL244-XXL,JOPLVL244,XXL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL245-3XL,JOPLVL245,3XL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL245-4XL,JOPLVL245,4XL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL245-5XL,JOPLVL245,5XL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL245-6XL,JOPLVL245,6XL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL245-L,JOPLVL245,L,Skd-Jpr,Jaipur,,,,,63,0,0,0,
JOPLVL245-M,JOPLVL245,M,Skd-Jpr,Jaipur,,,,,81,0,0,0,
JOPLVL245-S,JOPLVL245,S,Skd-Jpr,Jaipur,,,,,21,0,0,0,
JOPLVL245-XL,JOPLVL245,XL,Skd-Jpr,Jaipur,,,,,65,0,0,0,
JOPLVL245-XXL,JOPLVL245,XXL,Skd-Jpr,Jaipur,,,,,77,0,0,0,
JOPLVL259-3XL,JOPLVL259,3XL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL259-4XL,JOPLVL259,4XL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL259-5XL,JOPLVL259,5XL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL259-6XL,JOPLVL259,6XL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL259-L,JOPLVL259,L,Skd-Jpr,Jaipur,,,,,17,0,0,0,
JOPLVL259-M,JOPLVL259,M,Skd-Jpr,Jaipur,,,,,9,0,0,0,
JOPLVL259-S,JOPLVL259,S,Skd-Jpr,Jaipur,,,,,23,0,0,0,
JOPLVL259-XL,JOPLVL259,XL,Skd-Jpr,Jaipur,,,,,7,0,0,0,
JOPLVL259-XXL,JOPLVL259,XXL,Skd-Jpr,Jaipur,,,,,10,0,0,0,
JOPLVL267A-L,JOPLVL267A,L,Skd-Jpr,Jaipur,,,,,22,0,0,0,
JOPLVL267A-M,JOPLVL267A,M,Skd-Jpr,Jaipur,,,,,32,0,0,0,
JOPLVL267A-S,JOPLVL267A,S,Skd-Jpr,Jaipur,,,,,46,0,0,0,
JOPLVL267A-XL,JOPLVL267A,XL,Skd-Jpr,Jaipur,,,,,21,0,0,0,
JOPLVL267A-XXL,JOPLVL267A,XXL,Skd-Jpr,Jaipur,,,,,13,0,0,0,
JOPLVL267B-L,JOPLVL267B,L,Skd-Jpr,Jaipur,,,,,33,0,0,0,
JOPLVL267B-M,JOPLVL267B,M,Skd-Jpr,Jaipur,,,,,48,0,0,0,
JOPLVL267B-S,JOPLVL267B,S,Skd-Jpr,Jaipur,,,,,60,0,0,0,
JOPLVL267B-XL,JOPLVL267B,XL,Skd-Jpr,Jaipur,,,,,22,0,0,0,
JOPLVL267B-XXL,JOPLVL267B,XXL,Skd-Jpr,Jaipur,,,,,24,0,0,0,
JOPLVL270-L,JOPLVL270,L,Skd-Jpr,Jaipur,,,,,15,0,0,0,
JOPLVL270-M,JOPLVL270,M,Skd-Jpr,Jaipur,,,,,24,0,0,0,
JOPLVL270-S,JOPLVL270,S,Skd-Jpr,Jaipur,,,,,79,0,0,0,
JOPLVL270-XL,JOPLVL270,XL,Skd-Jpr,Jaipur,,,,,21,0,0,0,
JOPLVL270-XXL,JOPLVL270,XXL,Skd-Jpr,Jaipur,,,,,25,0,0,0,
JOPLVL284B-L,JOPLVL284B,L,Skd-Jpr,Jaipur,,,,,12,0,0,0,
JOPLVL284B-M,JOPLVL284B,M,Skd-Jpr,Jaipur,,,,,16,0,0,0,
JOPLVL284B-S,JOPLVL284B,S,Skd-Jpr,Jaipur,,,,,61,0,0,0,
JOPLVL284B-XL,JOPLVL284B,XL,Skd-Jpr,Jaipur,,,,,11,0,0,0,
JOPLVL284B-XXL,JOPLVL284B,XXL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL295-3XL,JOPLVL295,3XL,Skd-Jpr,Jaipur,,,,,5,0,0,0,
JOPLVL295-4XL,JOPLVL295,4XL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL295-L,JOPLVL295,L,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL295-M,JOPLVL295,M,Skd-Jpr,Jaipur,,,,,1,0,0,0,
JOPLVL295-S,JOPLVL295,S,Skd-Jpr,Jaipur,,,,,1,0,0,0,
JOPLVL295-XL,JOPLVL295,XL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL295-XXL,JOPLVL295,XXL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL296-L,JOPLVL296,L,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL296-M,JOPLVL296,M,Skd-Jpr,Jaipur,,,,,23,0,0,0,
JOPLVL296-S,JOPLVL296,S,Skd-Jpr,Jaipur,,,,,57,0,0,0,
JOPLVL296-XL,JOPLVL296,XL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL307-L,JOPLVL307,L,Skd-Jpr,Jaipur,,,,,8,0,0,0,
JOPLVL307-M,JOPLVL307,M,Skd-Jpr,Jaipur,,,,,35,0,0,0,
JOPLVL307-S,JOPLVL307,S,Skd-Jpr,Jaipur,,,,,91,0,0,0,
JOPLVL307-XL,JOPLVL307,XL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL307-XXL,JOPLVL307,XXL,Skd-Jpr,Jaipur,,,,,6,0,0,0,
JOPLVL310-3XL,JOPLVL310,3XL,Skd-Jpr,Jaipur,,,,,7,0,0,0,
JOPLVL310-4XL,JOPLVL310,4XL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL310-5XL,JOPLVL310,5XL,Skd-Jpr,Jaipur,,,,,1,0,0,0,
JOPLVL310-6XL,JOPLVL310,6XL,Skd-Jpr,Jaipur,,,,,2,0,0,0,
JOPLVL310-L,JOPLVL310,L,Skd-Jpr,Jaipur,,,,,95,0,0,0,
JOPLVL310-M,JOPLVL310,M,Skd-Jpr,Jaipur,,,,,61,0,0,0,
JOPLVL310-S,JOPLVL310,S,Skd-Jpr,Jaipur,,,,,63,0,0,0,
JOPLVL310-XL,JOPLVL310,XL,Skd-Jpr,Jaipur,,,,,78,0,0,0,
JOPLVL310-XXL,JOPLVL310,XXL,Skd-Jpr,Jaipur,,,,,1,0,0,0,
JOPLVSM3988,JOPLVSM3988,Free,Dress Material,Surat,,,,,184,0,0,0,
JOPLVSM4002J,JOPLVSM4002J,Free,Dress Material,Surat,,,,,127,0,0,0,
JOPLVSM4005J,JOPLVSM4005J,Free,Dress Material,Surat,,,,,381,0,0,0,
JOPLVSM4031,JOPLVSM4031,Free,Dress Material,Surat,,,,,,,,,
JOPLVSM4071,JOPLVSM4071,Free,Dress Material,Surat,,,,,213,0,0,0,
JOPLVSM4078,JOPLVSM4078,Free,Dress Material,Surat,,,,,145,0,0,0,
JOPLVSM4079,JOPLVSM4079,Free,Dress Material,Surat,,,,,28,0,0,0,
JOPLVSM4082,JOPLVSM4082,Free,Dress Material,Surat,,,,,426,0,0,0,
JOPLVSM4087,JOPLVSM4087,Free,Dress Material,Surat,,,,,158,0,0,0,
JOPLVSM4088,JOPLVSM4088,Free,Dress Material,Surat,,,,,69,0,0,0,
JOPLVSM4091,JOPLVSM4091,Free,Dress Material,Surat,,,,,51,0,0,0,
JOPLVSM4093,JOPLVSM4093,Free,Dress Material,Surat,,,,,396,0,0,0,
JOPLVSM4096,JOPLVSM4096,Free,Dress Material,Surat,,,,,191,0,0,0,
JOPLVSM4097,JOPLVSM4097,Free,Dress Material,Surat,,,,,120,0,0,0,
JOPLVSM4114,JOPLVSM4114,Free,Dress Material,Surat,,,,,89,0,0,0,
JOPLVSM4119,JOPLVSM4119,Free,Dress Material,Surat,,,,,265,0,0,0,
JOPLVSM4125,JOPLVSM4125,Free,Dress Material,Surat,,,,,174,0,0,0,
JOPLVSM4132,JOPLVSM4132,Free,Dress Material,Surat,,,,,116,0,0,0,
JOPLVSM4147,JOPLVSM4147,Free,Dress Material,Surat,,,,,101,0,0,0,
JOPLVSM4250,JOPLVSM4250,Free,Dress Material,Surat,,,,,10,0,0,0,
JOPLVSM4281,JOPLVSM4281,Free,Dress Material,Surat,,,,,108,0,0,0,
JOPLVSM5111,JOPLVSM5111,Free,Dress Material,Surat,,,,,342,0,0,0,
JOPLVSM5112,JOPLVSM5112,Free,Dress Material,Surat,,,,,481,0,0,0,
JOPLVSMRW3988-10XL,JOPLVSMRW3988,10XL,Rw Salwar Suit,Surat,,,,,29,0,0,0,
JOPLVSMRW3988-3XL,JOPLVSMRW3988,3XL,Rw Salwar Suit,Surat,,,,,15,0,0,0,
JOPLVSMRW3988-4XL,JOPLVSMRW3988,4XL,Rw Salwar Suit,Surat,,,,,87,0,0,0,
JOPLVSMRW3988-5XL,JOPLVSMRW3988,5XL,Rw Salwar Suit,Surat,,,,,38,0,0,0,
JOPLVSMRW3988-6XL,JOPLVSMRW3988,6XL,Rw Salwar Suit,Surat,,,,,31,0,0,0,
JOPLVSMRW3988-7XL,JOPLVSMRW3988,7XL,Rw Salwar Suit,Surat,,,,,,,,,
JOPLVSMRW3988-8XL,JOPLVSMRW3988,8XL,Rw Salwar Suit,Surat,,,,,28,0,0,0,
JOPLVSMRW3988-9XL,JOPLVSMRW3988,9XL,Rw Salwar Suit,Surat,,,,,1,0,0,0,
JOPLVSMRW3988-L,JOPLVSMRW3988,L,Rw Salwar Suit,Surat,,,,,105,0,0,0,
JOPLVSMRW3988-M,JOPLVSMRW3988,M,Rw Salwar Suit,Surat,,,,,3,0,0,0,
JOPLVSMRW3988-S,JOPLVSMRW3988,S,Rw Salwar Suit,Surat,,,,,33,0,0,0,
JOPLVSMRW3988-XL,JOPLVSMRW3988,XL,Rw Salwar Suit,Surat,,,,,157,0,0,0,
JOPLVSMRW3988-XXL,JOPLVSMRW3988,XXL,Rw Salwar Suit,Surat,,,,,102,0,0,0,
JOPLVSMRW4250-10XL,JOPLVSMRW4250,10XL,Rw Salwar Suit,Surat,,,,,,,,,
JOPLVSMRW4250-3XL,JOPLVSMRW4250,3XL,Rw Salwar Suit,Surat,,,,,5,0,0,0,
JOPLVSMRW4250-4XL,JOPLVSMRW4250,4XL,Rw Salwar Suit,Surat,,,,,8,0,0,0,
JOPLVSMRW4250-5XL,JOPLVSMRW4250,5XL,Rw Salwar Suit,Surat,,,,,11,0,0,0,
