Master SKU,Style ID / Parent SKU,Size,Category,Location,Cost,Wholesale Price,Catalog Name,Up Price,Uniware Stock,FBA,FBF,SJIT,Launch Date
JOPLVL261-S,JOPLVL261,S,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL261-XL,JOPLVL261,XL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL262-L,JOPLVL262,L,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL262-M,JOPLVL262,M,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL262-S,JOPLVL262,S,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL262-XL,JOPLVL262,XL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL262-XXL,JOPLVL262,XXL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL263-L,JOPLVL263,L,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL263-M,JOPLVL263,M,Skd-Jpr,Jaipur,,,,,1,0,0,0,
JOPLVL263-S,JOPLVL263,S,Skd-Jpr,Jaipur,,,,,1,0,0,0,
JOPLVL263-XL,JOPLVL263,XL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL263-XXL,JOPLVL263,XXL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL263-3XL,JOPLVL263,3XL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL263-4XL,JOPLVL263,4XL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL263-5XL,JOPLVL263,5XL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL263-6XL,JOPLVL263,6XL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL265-L,JOPLVL265,L,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL265-S,JOPLVL265,S,Skd-Jpr,Jaipur,,,,,2,0,0,0,
JOPLVL266-L,JOPLVL266,L,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL266-XXL,JOPLVL266,XXL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL268-M,JOPLVL268,M,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL268-XXL,JOPLVL268,XXL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL269-L,JOPLVL269,L,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL269-M,JOPLVL269,M,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL269-S,JOPLVL269,S,Skd-Jpr,Jaipur,,,,,1,0,0,0,
JOPLVL269-XL,JOPLVL269,XL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL269-XXL,JOPLVL269,XXL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL271-S,JOPLVL271,S,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL272-L,JOPLVL272,L,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL272-M,JOPLVL272,M,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL272-S,JOPLVL272,S,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL272-XL,JOPLVL272,XL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL272-XXL,JOPLVL272,XXL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL273-XXL,JOPLVL273,XXL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL273-L,JOPLVL273,L,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL273-M,JOPLVL273,M,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL273-S,JOPLVL273,S,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL273-XL,JOPLVL273,XL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL274-L,JOPLVL274,L,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL274-M,JOPLVL274,M,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL274-S,JOPLVL274,S,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL274-XL,JOPLVL274,XL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL274-XXL,JOPLVL274,XXL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL275-S,JOPLVL275,S,Skd-Jpr,Jaipur,,,,,2,0,0,0,
JOPLVL275-M,JOPLVL275,M,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL275-XL,JOPLVL275,XL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL275-XXL,JOPLVL275,XXL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL275-L,JOPLVL275,L,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL276-S,JOPLVL276,S,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL276-L,JOPLVL276,L,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL276-M,JOPLVL276,M,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL276-XL,JOPLVL276,XL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL276-XXL,JOPLVL276,XXL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL277-XXL,JOPLVL277,XXL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL277-XL,JOPLVL277,XL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL277-L,JOPLVL277,L,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL277-M,JOPLVL277,M,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL277-S,JOPLVL277,S,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL278-M,JOPLVL278,M,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL278-S,JOPLVL278,S,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL278-XL,JOPLVL278,XL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL279-S,JOPLVL279,S,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL279-XL,JOPLVL279,XL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL279-3XL,JOPLVL279,3XL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL279-4XL,JOPLVL279,4XL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL279-5XL,JOPLVL279,5XL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL279-6XL,JOPLVL279,6XL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL279-L,JOPLVL279,L,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL279-M,JOPLVL279,M,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL279-XXL,JOPLVL279,XXL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL280-L,JOPLVL280,L,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL280-M,JOPLVL280,M,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL280-S,JOPLVL280,S,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL280-XL,JOPLVL280,XL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL280-XXL,JOPLVL280,XXL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL281-5XL,JOPLVL281,5XL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL281-L,JOPLVL281,L,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL281-M,JOPLVL281,M,Skd-Jpr,Jaipur,,,,,1,0,0,0,
JOPLVL281-S,JOPLVL281,S,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL281-3XL,JOPLVL281,3XL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL281-4XL,JOPLVL281,4XL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL281-6XL,JOPLVL281,6XL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL281-XL,JOPLVL281,XL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL281-XXL,JOPLVL281,XXL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL282-3XL,JOPLVL282,3XL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL282-4XL,JOPLVL282,4XL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL282-5XL,JOPLVL282,5XL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL282-6XL,JOPLVL282,6XL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL282-L,JOPLVL282,L,Skd-Jpr,Jaipur,,,,,1,0,0,0,
JOPLVL282-M,JOPLVL282,M,Skd-Jpr,Jaipur,,,,,2,0,0,0,
JOPLVL282-S,JOPLVL282,S,Skd-Jpr,Jaipur,,,,,1,0,0,0,
JOPLVL282-XL,JOPLVL282,XL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL282-XXL,JOPLVL282,XXL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL283-L,JOPLVL283,L,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL283-S,JOPLVL283,S,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL283-XXL,JOPLVL283,XXL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL283-M,JOPLVL283,M,Skd-Jpr,Jaipur,,,,,0,0,0,0,
JOPLVL283-XL,JOPLVL283,XL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL284A-XXL,JOPLVL284A,XXL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL284A-L,JOPLVL284A,L,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL284A-S,JOPLVL284A,S,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL284A-XL,JOPLVL284A,XL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL285-L,JOPLVL285,L,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL285-M,JOPLVL285,M,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL285-S,JOPLVL285,S,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL285-XL,JOPLVL285,XL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL285-XXL,JOPLVL285,XXL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL286-M,JOPLVL286,M,Skd-Jpr,Jaipur,,,,,4,0,0,0,
JOPLVL286-XL,JOPLVL286,XL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL286-L,JOPLVL286,L,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL286-S,JOPLVL286,S,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL286-XXL,JOPLVL286,XXL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL287-L,JOPLVL287,L,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL287-M,JOPLVL287,M,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL287-S,JOPLVL287,S,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL287-XL,JOPLVL287,XL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL287-XXL,JOPLVL287,XXL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL289A-L,JOPLVL289A,L,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL289A-M,JOPLVL289A,M,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL289A-S,JOPLVL289A,S,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL289A-XL,JOPLVL289A,XL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL289A-XXL,JOPLVL289A,XXL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL289B-L,JOPLVL289B,L,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL289B-M,JOPLVL289B,M,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL289B-S,JOPLVL289B,S,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL289B-XL,JOPLVL289B,XL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL289B-XXL,JOPLVL289B,XXL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL290-XL,JOPLVL290,XL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL291-M,JOPLVL291,M,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL291-S,JOPLVL291,S,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL291-XXL,JOPLVL291,XXL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL292-L,JOPLVL292,L,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL292-M,JOPLVL292,M,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL292-S,JOPLVL292,S,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL292-XL,JOPLVL292,XL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL292-XXL,JOPLVL292,XXL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL293-L,JOPLVL293,L,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL293-M,JOPLVL293,M,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL293-S,JOPLVL293,S,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL293-XL,JOPLVL293,XL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL293-XXL,JOPLVL293,XXL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL294-3XL,JOPLVL294,3XL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL294-4XL,JOPLVL294,4XL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL294-5XL,JOPLVL294,5XL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL294-6XL,JOPLVL294,6XL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL294-L,JOPLVL294,L,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL294-M,JOPLVL294,M,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL294-S,JOPLVL294,S,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL294-XL,JOPLVL294,XL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL294-XXL,JOPLVL294,XXL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL296-XXL,JOPLVL296,XXL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL297-L,JOPLVL297,L,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL297-M,JOPLVL297,M,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL297-S,JOPLVL297,S,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL297-XL,JOPLVL297,XL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL297-XXL,JOPLVL297,XXL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL298-L,JOPLVL298,L,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL298-M,JOPLVL298,M,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL298-S,JOPLVL298,S,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL298-XL,JOPLVL298,XL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL298-XXL,JOPLVL298,XXL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL299A-L,JOPLVL299A,L,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL299A-M,JOPLVL299A,M,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL299A-S,JOPLVL299A,S,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL299A-XL,JOPLVL299A,XL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL299A-XXL,JOPLVL299A,XXL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL299B-L,JOPLVL299B,L,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL299B-XL,JOPLVL299B,XL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL299B-3XL,JOPLVL299B,3XL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL299B-4XL,JOPLVL299B,4XL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL299B-5XL,JOPLVL299B,5XL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL299B-6XL,JOPLVL299B,6XL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL299B-M,JOPLVL299B,M,Skd-Jpr,Jaipur,,,,,1,0,0,0,
JOPLVL299B-S,JOPLVL299B,S,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL299B-XXL,JOPLVL299B,XXL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL300-L,JOPLVL300,L,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL300-M,JOPLVL300,M,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL300-S,JOPLVL300,S,Skd-Jpr,Jaipur,,,,,1,0,0,0,
JOPLVL300-XL,JOPLVL300,XL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL300-XXL,JOPLVL300,XXL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL301-3XL,JOPLVL301,3XL,Kurta With Pant,Jaipur,,,,,,,,,
JOPLVL303-M,JOPLVL303,M,Kurta With Pant,Jaipur,,,,,,,,,
JOPLVL303-S,JOPLVL303,S,Kurta With Pant,Jaipur,,,,,,,,,
JOPLVL304-L,JOPLVL304,L,Kurta With Pant,Jaipur,,,,,,,,,
JOPLVL304-M,JOPLVL304,M,Kurta With Pant,Jaipur,,,,,,,,,
JOPLVL304-S,JOPLVL304,S,Kurta With Pant,Jaipur,,,,,1,0,0,0,
JOPLVL304-XL,JOPLVL304,XL,Kurta With Pant,Jaipur,,,,,,,,,
JOPLVL304-XXL,JOPLVL304,XXL,Kurta With Pant,Jaipur,,,,,,,,,
JOPLVL305-6XL,JOPLVL305,6XL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL305-3XL,JOPLVL305,3XL,Skd-Jpr,Jaipur,,,,,2,0,0,0,
JOPLVL305-5XL,JOPLVL305,5XL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL305-XXL,JOPLVL305,XXL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL305-4XL,JOPLVL305,4XL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL305-L,JOPLVL305,L,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL305-M,JOPLVL305,M,Skd-Jpr,Jaipur,,,,,2,0,0,0,
JOPLVL305-S,JOPLVL305,S,Skd-Jpr,Jaipur,,,,,1,0,0,0,
JOPLVL305-XL,JOPLVL305,XL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL306-XL,JOPLVL306,XL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL306-L,JOPLVL306,L,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL306-M,JOPLVL306,M,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL306-S,JOPLVL306,S,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL306-XXL,JOPLVL306,XXL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL308-S,JOPLVL308,S,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL308-L,JOPLVL308,L,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL308-3XL,JOPLVL308,3XL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL308-4XL,JOPLVL308,4XL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL308-M,JOPLVL308,M,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL308-XL,JOPLVL308,XL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL308-XXL,JOPLVL308,XXL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL309-XL,JOPLVL309,XL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL309-L,JOPLVL309,L,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL309-M,JOPLVL309,M,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL309-S,JOPLVL309,S,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL309-XXL,JOPLVL309,XXL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL311-3XL,JOPLVL311,3XL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL311-4XL,JOPLVL311,4XL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL311-5XL,JOPLVL311,5XL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL311-6XL,JOPLVL311,6XL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL311-L,JOPLVL311,L,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL311-M,JOPLVL311,M,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL311-S,JOPLVL311,S,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL311-XL,JOPLVL311,XL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL311-XXL,JOPLVL311,XXL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL312-S,JOPLVL312,S,Skd-Jpr,Jaipur,,,,,5,0,0,0,
JOPLVL312-L,JOPLVL312,L,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL312-M,JOPLVL312,M,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL312-XL,JOPLVL312,XL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL312-XXL,JOPLVL312,XXL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL313-S,JOPLVL313,S,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL313-XL,JOPLVL313,XL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL313-XXL,JOPLVL313,XXL,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL313-L,JOPLVL313,L,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVL313-M,JOPLVL313,M,Skd-Jpr,Jaipur,,,,,,,,,
JOPLVSB1003,JOPLVSB1003,Free,Dress Material,Surat,,,,,,,,,
JOPLVSM10002,JOPLVSM10002,Free,Dress Material,Surat,,,,,,,,,
JOPLVSM10003,JOPLVSM10003,Free,Dress Material,Surat,,,,,,,,,
JOPLVSM10004,JOPLVSM10004,Free,Dress Material,Surat,,,,,,,,,
JOPLVSM10007,JOPLVSM10007,Free,Dress Material,Surat,,,,,,,,,
JOPLVSM10009,JOPLVSM10009,Free,Dress Material,Surat,,,,,,,,,
JOPLVSM10010,JOPLVSM10010,Free,Dress Material,Surat,,,,,,,,,
JOPLVSM10011,JOPLVSM10011,Free,Dress Material,Surat,,,,,,,,,
JOPLVSM10014,JOPLVSM10014,Free,Dress Material,Surat,,,,,,,,,
JOPLVSM10017,JOPLVSM10017,Free,Dress Material,Surat,,,,,,,,,
JOPLVSM10023,JOPLVSM10023,Free,Dress Material,Surat,,,,,,,,,
JOPLVSM10025,JOPLVSM10025,Free,Dress Material,Surat,,,,,,,,,
JOPLVSM10026,JOPLVSM10026,Free,Dress Material,Surat,,,,,,,,,
JOPLVSM10027,JOPLVSM10027,Free,Dress Material,Surat,,,,,,,,,
JOPLVSM1163,JOPLVSM1163,Free,Dress Material,Surat,,,,,,,,,
JOPLVSM1164,JOPLVSM1164,Free,Dress Material,Surat,,,,,,,,,
JOPLVSM2013,JOPLVSM2013,Free,Dress Material,Surat,,,,,8,0,0,0,
JOPLVSM3841,JOPLVSM3841,Free,Dress Material,Surat,,,,,,,,,
JOPLVSM3851,JOPLVSM3851,Free,Dress Material,Surat,,,,,20,0,0,0,
JOPLVSM3852,JOPLVSM3852,Free,Dress Material,Surat,,,,,,,,,
JOPLVSM3927,JOPLVSM3927,Free,Dress Material,Surat,,,,,8,0,0,0,
JOPLVSM3962,JOPLVSM3962,Free,Dress Material,Surat,,,,,,,,,
JOPLVSM4011,JOPLVSM4011,Free,Dress Material,Surat,,,,,,,,,
JOPLVSM4028,JOPLVSM4028,Free,Dress Material,Surat,,,,,4,0,0,0,
JOPLVSM4073,JOPLVSM4073,Free,Dress Material,Surat,,,,,,,,,
JOPLVSM4076,JOPLVSM4076,Free,Dress Material,Surat,,,,,,,,,
JOPLVSM4077,JOPLVSM4077,Free,Dress Material,Surat,,,,,,,,,
JOPLVSM4083,JOPLVSM4083,Free,Dress Material,Surat,,,,,,,,,
JOPLVSM4084,JOPLVSM4084,Free,Dress Material,Surat,,,,,1,0,0,0,
JOPLVSM4086,JOPLVSM4086,Free,Dress Material,Surat,,,,,,,,,
JOPLVSM4095,JOPLVSM4095,Free,Dress Material,Surat,,,,,,,,,
JOPLVSM4098,JOPLVSM4098,Free,Dress Material,Surat,,,,,,,,,
JOPLVSM4102,JOPLVSM4102,Free,Dress Material,Surat,,,,,3,0,0,0,
JOPLVSM4103,JOPLVSM4103,Free,Dress Material,Surat,,,,,,,,,
JOPLVSM4106,JOPLVSM4106,Free,Dress Material,Surat,,,,,,,,,
JOPLVSM4110,JOPLVSM4110,Free,Dress Material,Surat,,,,,,,,,
JOPLVSM4113,JOPLVSM4113,Free,Dress Material,Surat,,,,,,,,,
JOPLVSM4116,JOPLVSM4116,Free,Dress Material,Surat,,,,,,,,,
JOPLVSM4118,JOPLVSM4118,Free,Dress Material,Surat,,,,,,,,,
JOPLVSM4123,JOPLVSM4123,Free,Dress Material,Surat,,,,,,,,,
JOPLVSM4133,JOPLVSM4133,Free,Dress Material,Surat,,,,,,,,,
JOPLVSM4134,JOPLVSM4134,Free,Dress Material,Surat,,,,,,,,,
JOPLVSM4135,JOPLVSM4135,Free,Dress Material,Surat,,,,,,,,,
JOPLVSM4136,JOPLVSM4136,Free,Dress Material,Surat,,,,,3,0,0,0,
JOPLVSM4138,JOPLVSM4138,Free,Dress Material,Surat,,,,,1,0,0,0,
JOPLVSM4139,JOPLVSM4139,Free,Dress Material,Surat,,,,,3,0,0,0,
JOPLVSM4141,JOPLVSM4141,Free,Dress Material,Surat,,,,,,,,,
JOPLVSM4144,JOPLVSM4144,Free,Dress Material,Surat,,,,,,,,,
JOPLVSM4146,JOPLVSM4146,Free,Dress Material,Surat,,,,,4,0,0,0,
JOPLVSM4148,JOPLVSM4148,Free,Dress Material,Surat,,,,,,,,,
JOPLVSM4149,JOPLVSM4149,Free,Dress Material,Surat,,,,,2,0,0,0,
JOPLVSM4152,JOPLVSM4152,Free,Dress Material,Surat,,,,,2,0,0,0,
JOPLVSM4156,JOPLVSM4156,Free,Dress Material,Surat,,,,,1,0,0,0,
JOPLVSM4157,JOPLVSM4157,Free,Dress Material,Surat,,,,,,,,,
JOPLVSM4158,JOPLVSM4158,Free,Dress Material,Surat,,,,,,,,,
JOPLVSM4161,JOPLVSM4161,Free,Dress Material,Surat,,,,,,,,,
JOPLVSM4164,JOPLVSM4164,Free,Dress Material,Surat,,,,,,,,,
JOPLVSM4165,JOPLVSM4165,Free,Dress Material,Surat,,,,,9,0,0,0,
JOPLVSM4166,JOPLVSM4166,Free,Dress Material,Surat,,,,,,,,,
JOPLVSM4167,JOPLVSM4167,Free,Dress Material,Surat,,,,,,,,,
JOPLVSM4168,JOPLVSM4168,Free,Dress Material,Surat,,,,,13,0,0,0,
JOPLVSM4169,JOPLVSM4169,Free,Dress Material,Surat,,,,,,,,,
JOPLVSM4171,JOPLVSM4171,Free,Dress Material,Surat,,,,,,,,,
JOPLVSM4172,JOPLVSM4172,Free,Dress Material,Surat,,,,,,,,,
JOPLVSM4173,JOPLVSM4173,Free,Dress Material,Surat,,,,,,,,,
JOPLVSM4174,JOPLVSM4174,Free,Dress Material,Surat,,,,,,,,,
JOPLVSM4176,JOPLVSM4176,Free,Dress Material,Surat,,,,,,,,,
JOPLVSM4177,JOPLVSM4177,Free,Dress Material,Surat,,,,,,,,,
JOPLVSM4179,JOPLVSM4179,Free,Dress Material,Surat,,,,,,,,,
JOPLVSM4181,JOPLVSM4181,Free,Dress Material,Surat,,,,,,,,,
JOPLVSM4182,JOPLVSM4182,Free,Dress Material,Surat,,,,,1,0,0,0,
JOPLVSM4183,JOPLVSM4183,Free,Dress Material,Surat,,,,,,,,,
JOPLVSM4184,JOPLVSM4184,Free,Dress Material,Surat,,,,,,,,,
